id_support,ref_support,id_contrat,code_isin,designation,type_fonds,juridiction,risque_juridiction,liquidite,est_offshore,montant_euro,nombre_parts,valeur_cotation_euro,poids_pct,flag_mandat_gestion,date_valorisation
SUP_001918,FID_BNP,BA001003,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,178600,1399.68,127.60051,81.95,True,2026-08-03
SUP_001919,LU0104884860,BA001003,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,39300,328.72,119.554727,18.05,True,2026-07-11
SUP_001920,FR001400OJI4,BA001004,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,265500,2300.91,115.389129,100.0,False,2026-07-21
SUP_001921,FID_BNP,BA001005,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,32100,274.23,117.056426,12.45,True,2026-07-24
SUP_001922,XS2428662824,BA001005,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,400,3.87,103.477319,0.14,True,2026-07-25
SUP_001923,LU0104884860,BA001005,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,225400,2432.71,92.653727,87.41,True,2026-07-25
SUP_001924,FID_BNP,BA001006,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,200400,1479.04,135.492984,59.44,True,2026-07-12
SUP_001925,FR001400OJI4,BA001006,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,110000,1033.93,106.390252,32.62,True,2026-07-21
SUP_001926,FR0010923383,BA001006,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,26800,224.1,119.58958,7.94,True,2026-07-17
SUP_001927,FID_UBS,BA001007,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,179900,1615.56,111.354813,30.32,True,2026-07-31
SUP_001928,LU0255977539,BA001007,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,39800,290.46,137.023235,6.71,True,2026-08-04
SUP_001929,FR0010392225,BA001007,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,373700,3273.79,114.148914,62.97,True,2026-07-29
SUP_001930,FID_UBS,BA001008,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,273200,1890.31,144.526834,88.9,True,2026-08-03
SUP_001931,FR0010923383,BA001008,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,34100,248.18,137.402635,11.1,True,2026-08-05
SUP_001932,FID_UBS,BA001009,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,878700,6710.92,130.935891,79.71,True,2026-07-12
SUP_001933,LU0104884860,BA001009,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,223700,2261.11,98.933735,20.29,True,2026-07-11
SUP_001934,PE_CAY_01,BA001010,PE_CAY_01,Cayman Growth Fund I,PE,Cayman Islands,ELEVE,très faible,True,379800,2976.59,127.5956,100.0,False,2026-08-04
SUP_001935,FID_UBS,BA001011,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,1458000,10307.81,141.446122,100.0,True,2026-07-20
SUP_001936,FR0010923383,BA001012,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,574200,6599.31,87.009107,76.88,False,2026-07-20
SUP_001937,LU0104884860,BA001012,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,172700,1175.24,146.948982,23.12,False,2026-07-29
SUP_001938,FID_BNP,BA001013,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,40800,344.95,118.279239,10.71,True,2026-07-31
SUP_001939,LU0104884860,BA001013,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,340400,2290.37,148.622436,89.29,True,2026-08-05
SUP_001940,FID_BNP,BA001014,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,30200,282.17,107.027936,7.15,True,2026-07-15
SUP_001941,FR001400OJI4,BA001014,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,28100,213.34,131.71761,6.65,True,2026-07-07
SUP_001942,FR001400OJI4,BA001014,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,364300,3129.81,116.396741,86.2,True,2026-07-31
SUP_001943,FID_BNP,BA001015,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,215400,1458.48,147.687835,54.06,True,2026-07-25
SUP_001944,FR001400OJI4,BA001015,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,183100,1848.96,99.02874,45.94,True,2026-07-20
SUP_001945,PE_LUX_01,BA001016,PE_LUX_01,Luxembourg PE SICAR,PE,Luxembourg,FAIBLE,très faible,False,314500,3214.51,97.837516,100.0,False,2026-07-15
SUP_001946,FID_UBS,BA001017,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,338100,2324.35,145.459869,100.0,True,2026-07-18
SUP_001947,FID_BNP,BA001018,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,70800,824.82,85.836932,24.47,True,2026-07-13
SUP_001948,FR001400OJI4,BA001018,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,108500,738.12,146.995347,37.47,True,2026-07-17
SUP_001949,FR0010392225,BA001018,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,110200,892.23,123.510822,38.07,True,2026-07-17
SUP_001950,FAS_IND,BA001019,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,1435000,14937.28,96.068355,100.0,True,2026-07-11
SUP_001951,FID_UBS,BA001020,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,790900,6629.44,119.301236,100.0,True,2026-07-08
SUP_001952,FID_BNP,BA001021,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,134400,954.42,140.81789,20.62,True,2026-07-15
SUP_001953,LU0255977539,BA001021,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,517700,4383.11,118.112433,79.38,True,2026-08-02
SUP_001954,LU0104884860,BA001022,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,220300,2360.11,93.342979,56.76,False,2026-07-28
SUP_001955,FR001400OJI4,BA001022,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,167800,1487.27,112.824119,43.24,False,2026-07-26
SUP_001956,FAS_IND,BA001023,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,52100,376.77,138.28052,11.64,True,2026-07-08
SUP_001957,XS2428662824,BA001023,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,395400,2740.31,144.290205,88.36,True,2026-08-03
SUP_001958,FID_BNP,BA001024,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,59100,475.79,124.214645,23.26,True,2026-07-17
SUP_001959,LU0255977539,BA001024,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,195200,1590.94,122.694493,76.74,True,2026-07-26
SUP_001960,FID_UBS,BA001025,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,28500,312.51,91.196008,9.86,True,2026-08-02
SUP_001961,XS2428662824,BA001025,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,217900,1602.37,135.985898,75.36,True,2026-07-20
SUP_001962,LU0255977539,BA001025,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,42700,500.15,85.374521,14.78,True,2026-07-13
SUP_001963,FID_BNP,BA001026,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,314900,2979.34,105.694449,100.0,True,2026-07-17
SUP_001964,FID_BNP,BA001027,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,869000,8974.29,96.832219,100.0,True,2026-07-23
SUP_001965,FID_UBS,BA001028,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,1191700,13999.62,85.123732,100.0,True,2026-07-31
SUP_001966,FAS_IND,BA001029,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,576000,5350.75,107.648458,100.0,True,2026-07-16
SUP_001967,FID_UBS,BA001030,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,124000,927.02,133.761632,25.45,True,2026-07-12
SUP_001968,LU0104884860,BA001030,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,4200,34.55,121.555295,0.86,True,2026-07-27
SUP_001969,FR0010392225,BA001030,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,359000,3884.43,92.420321,73.7,True,2026-08-04
SUP_001970,LU0104884860,BA001031,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,406800,4189.13,97.108439,100.0,False,2026-08-01
SUP_001971,FAS_ROT,BA001032,FAS_ROT,Rothschild & Co Gestion FAS,FAS,Luxembourg,FAIBLE,moyenne,False,376900,4047.86,93.110843,43.87,True,2026-07-07
SUP_001972,FR0010923383,BA001032,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,482100,3484.34,138.362069,56.13,True,2026-07-11
SUP_001973,FR0010392225,BA001033,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,6149900,75670.82,81.27175,100.0,False,2026-07-27
SUP_001974,FID_UBS,BA001034,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,380700,3338.97,114.01705,79.43,True,2026-07-17
SUP_001975,XS2428662824,BA001034,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,95300,930.54,102.414008,19.88,True,2026-08-02
SUP_001976,FR0010923383,BA001034,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,3300,23.03,143.28341,0.68,True,2026-07-14
SUP_001977,FID_UBS,BA001035,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,205200,2552.26,80.399222,62.62,True,2026-08-01
SUP_001978,XS2428662824,BA001035,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,122400,1401.04,87.36392,37.38,True,2026-07-16
SUP_001979,FAS_ROT,BA001036,FAS_ROT,Rothschild & Co Gestion FAS,FAS,Luxembourg,FAIBLE,moyenne,False,153900,1799.1,85.542773,51.22,True,2026-07-26
SUP_001980,XS2428662824,BA001036,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,146600,1304.22,112.403949,48.78,True,2026-07-28
SUP_001981,FAS_IND,BA001037,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,359700,2468.25,145.730771,63.41,True,2026-08-04
SUP_001982,LU0255977539,BA001037,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,128800,923.33,139.495519,22.71,True,2026-07-24
SUP_001983,LU0255977539,BA001037,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,78800,673.09,117.071943,13.89,True,2026-07-30
SUP_001984,FID_UBS,BA001038,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,338700,2411.18,140.470789,100.0,True,2026-07-23
SUP_001985,FID_BNP,BA001039,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,92500,907.9,101.883131,21.96,True,2026-07-08
SUP_001986,FR0010392225,BA001039,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,31200,239.42,130.314787,7.41,True,2026-07-23
SUP_001987,LU0104884860,BA001039,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,297600,2937.49,101.311147,70.63,True,2026-07-25
SUP_001988,FID_UBS,BA001040,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,227700,2707.47,84.100767,77.33,True,2026-07-26
SUP_001989,XS2428662824,BA001040,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,66800,513.5,130.0872,22.67,True,2026-08-03
SUP_001990,FID_UBS,BA001041,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,661700,7364.97,89.844211,13.82,True,2026-07-21
SUP_001991,FR0010923383,BA001041,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,4124900,27924.65,147.715363,86.18,True,2026-07-09
SUP_001992,FAS_IND,BA001042,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,126800,1025.66,123.62712,38.97,True,2026-08-01
SUP_001993,LU0104884860,BA001042,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,180800,1435.2,125.975215,55.58,True,2026-07-07
SUP_001994,LU0104884860,BA001042,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,17700,134.81,131.294323,5.45,True,2026-08-05
SUP_001995,FAS_IND,BA001043,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,62200,428.03,145.31644,3.2,True,2026-07-07
SUP_001996,FR001400OJI4,BA001043,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,1883500,20005.87,94.147383,96.8,True,2026-07-14
SUP_001997,FID_BNP,BA001044,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,1379500,14911.82,92.510485,38.73,True,2026-07-23
SUP_001998,LU0104884860,BA001044,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,2182300,23131.63,94.342665,61.27,True,2026-07-30
SUP_001999,FID_BNP,BA001045,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,1602500,19812.49,80.88332,100.0,True,2026-07-09
SUP_002000,FR001400OJI4,BA001046,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,344500,2655.86,129.713215,100.0,False,2026-07-11
SUP_002001,FID_BNP,BA001047,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,1038200,8779.93,118.246912,100.0,True,2026-07-28
SUP_002002,FID_BNP,BA001048,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,251500,2406.21,104.521224,100.0,True,2026-08-04
SUP_002003,FID_BNP,BA001049,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,78100,864.62,90.328881,22.42,True,2026-08-03
SUP_002004,FR0010392225,BA001049,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,270300,1919.39,140.826168,77.58,True,2026-07-26
SUP_002005,FID_UBS,BA001050,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,79900,722.65,110.565707,7.83,True,2026-07-13
SUP_002006,LU0104884860,BA001050,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,826000,6913.29,119.479965,80.89,True,2026-07-15
SUP_002007,LU0104884860,BA001050,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,115200,880.81,130.788265,11.28,True,2026-07-11
SUP_002008,FAS_ROT,BA001051,FAS_ROT,Rothschild & Co Gestion FAS,FAS,Luxembourg,FAIBLE,moyenne,False,774600,5861.17,132.157889,100.0,True,2026-07-21
SUP_002009,FID_BNP,BA001052,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,1746100,13686.92,127.574328,100.0,True,2026-07-10
SUP_002010,FID_BNP,BA001053,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,615500,5695.78,108.062394,100.0,True,2026-07-13
SUP_002011,FID_UBS,BA001054,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,170900,1146.17,149.105124,86.75,True,2026-08-05
SUP_002012,FR0010923383,BA001054,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,26100,231.42,112.779688,13.25,True,2026-07-19
SUP_002013,FID_BNP,BA001055,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,106700,727.26,146.715947,19.48,True,2026-07-23
SUP_002014,XS2428662824,BA001055,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,144300,1792.68,80.494153,26.35,True,2026-07-15
SUP_002015,LU0255977539,BA001055,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,296600,2896.76,102.390104,54.17,True,2026-07-18
SUP_002016,FID_BNP,BA001056,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,1045900,7405.8,141.227101,100.0,True,2026-07-31
SUP_002017,FID_BNP,BA001057,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,489100,5319.53,91.944246,82.93,True,2026-07-31
SUP_002018,LU0255977539,BA001057,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,3300,39.83,82.855711,0.56,True,2026-07-26
SUP_002019,LU0104884860,BA001057,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,97300,809.92,120.136061,16.5,True,2026-07-29
SUP_002020,FID_BNP,BA001058,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,325000,2238.68,145.174846,100.0,True,2026-07-23
SUP_002021,XS2428662824,BA001059,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,1904100,23328.58,81.620917,100.0,False,2026-07-23
SUP_002022,FID_UBS,BA001060,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,600,5.15,116.533412,0.14,True,2026-08-03
SUP_002023,LU0255977539,BA001060,LU0255977539,Pictet-Biotech R EUR,OPCVM,Luxembourg,FAIBLE,haute,False,184500,1371.22,134.551443,41.7,True,2026-07-14
SUP_002024,LU0104884860,BA001060,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,167600,1989.43,84.245404,37.86,True,2026-07-10
SUP_002025,FR001400OJI4,BA001060,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,89900,864.5,103.990229,20.31,True,2026-07-19
SUP_002026,FAS_IND,BA001061,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,34000,290.76,116.933242,4.51,True,2026-07-09
SUP_002027,LU0104884860,BA001061,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,718500,6240.99,115.126041,95.49,True,2026-07-29
SUP_002028,FID_UBS,BA001062,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,832200,5737.88,145.03608,100.0,True,2026-07-15
SUP_002029,FID_UBS,BA001063,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,568800,4933.45,115.294534,52.22,True,2026-07-13
SUP_002030,FR0010923383,BA001063,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,520300,4707.26,110.531475,47.78,True,2026-07-11
SUP_002031,FID_UBS,BA001064,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,180100,1511.68,119.139277,69.0,True,2026-07-27
SUP_002032,LU0104884860,BA001064,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,80900,618.38,130.825394,31.0,True,2026-07-10
SUP_002033,XS2428662824,BA001065,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,146600,1412.58,103.781975,4.21,False,2026-07-29
SUP_002034,FR0010923383,BA001065,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,1078400,9321.01,115.695584,31.0,False,2026-08-02
SUP_002035,XS2428662824,BA001065,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,939400,9161.74,102.535149,27.0,False,2026-07-10
SUP_002036,PE_CAY_01,BA001065,PE_CAY_01,Cayman Growth Fund I,PE,Cayman Islands,ELEVE,très faible,True,1314600,10092.74,130.252032,37.79,False,2026-08-03
SUP_002037,FR0010923383,BA001066,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,1001400,10951.51,91.43944,100.0,False,2026-08-03
SUP_002038,FID_BNP,BA001067,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,1576200,10597.51,148.733061,100.0,True,2026-07-21
SUP_002039,FID_BNP,BA001068,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,286700,2421.56,118.394853,100.0,True,2026-07-15
SUP_002040,FID_UBS,BA001069,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,199100,1683.01,118.300045,36.72,True,2026-07-10
SUP_002041,XS2428662824,BA001069,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,343100,3554.04,96.538069,63.28,True,2026-07-17
SUP_002042,LU0104884860,BA001070,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,296700,2237.58,132.598454,100.0,False,2026-07-19
SUP_002043,FID_UBS,BA001071,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,375900,4587.6,81.938187,100.0,True,2026-07-14
SUP_002044,FAS_IND,BA001072,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,84400,991.66,85.10972,25.73,True,2026-07-13
SUP_002045,FR001400OJI4,BA001072,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,174800,1418.18,123.256568,53.31,True,2026-07-09
SUP_002046,LU0104884860,BA001072,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,68700,830.03,82.767818,20.96,True,2026-07-19
SUP_002047,FID_UBS,BA001073,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,710700,6575.31,108.086082,100.0,True,2026-07-17
SUP_002048,XS2428662824,BA001074,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,546800,4386.24,124.662579,100.0,False,2026-07-23
SUP_002049,FAS_IND,BA001075,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,134600,1032.75,130.331066,28.95,True,2026-07-15
SUP_002050,FR0010923383,BA001075,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,264000,2351.64,112.26218,56.8,True,2026-07-10
SUP_002051,LU0104884860,BA001075,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,66200,522.16,126.780536,14.24,True,2026-07-30
SUP_002052,FID_UBS,BA001076,FID_UBS,UBS Luxembourg FID Patrimoine,FID,Luxembourg,FAIBLE,faible,False,1251200,9143.54,136.839768,100.0,True,2026-07-09
SUP_002053,FID_BNP,BA001077,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,472900,3976.27,118.930546,57.67,True,2026-07-27
SUP_002054,FR001400OJI4,BA001077,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,347000,2366.19,146.648999,42.33,True,2026-08-03
SUP_002055,LU0104884860,BA001078,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,85800,635.65,134.979982,30.43,False,2026-07-09
SUP_002056,PE_LUX_01,BA001078,PE_LUX_01,Luxembourg PE SICAR,PE,Luxembourg,FAIBLE,très faible,False,196200,2005.66,97.82315,69.57,False,2026-07-08
SUP_002057,FID_BNP,BA001079,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,246500,2015.67,122.291548,100.0,True,2026-07-28
SUP_002058,FR0010392225,BA001080,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,224100,1751.71,127.931799,100.0,False,2026-07-14
SUP_002059,FID_BNP,BA001081,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,84200,699.17,120.428447,10.61,True,2026-07-07
SUP_002060,XS2428662824,BA001081,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,32400,225.04,143.973979,4.08,True,2026-07-20
SUP_002061,FR001400OJI4,BA001081,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,481600,5536.53,86.985891,60.71,True,2026-07-07
SUP_002062,LU0104884860,BA001081,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,195100,1470.07,132.714453,24.59,True,2026-07-07
SUP_002063,FAS_IND,BA001082,FAS_IND,Indosuez Wealth Management FAS,FAS,Luxembourg,FAIBLE,moyenne,False,192900,1778.19,108.481206,39.27,True,2026-07-17
SUP_002064,FR0010392225,BA001082,FR0010392225,Varenne Capital Partners,OPCVM,France,FAIBLE,haute,False,120500,887.98,135.700982,24.52,True,2026-07-13
SUP_002065,XS2428662824,BA001082,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,177900,1644.97,108.148197,36.21,True,2026-07-25
SUP_002066,FAS_ROT,BA001083,FAS_ROT,Rothschild & Co Gestion FAS,FAS,Luxembourg,FAIBLE,moyenne,False,88100,628.23,140.23582,21.21,True,2026-07-09
SUP_002067,FR001400OJI4,BA001083,FR001400OJI4,DNCA Flexibonds C,OPCVM,France,FAIBLE,haute,False,327000,3672.21,89.047241,78.79,True,2026-07-09
SUP_002068,XS2428662824,BA001084,XS2428662824,BNP Paribas Certificat,OPCVM,Luxembourg,FAIBLE,moyenne,False,15700,189.77,82.730738,9.88,False,2026-08-04
SUP_002069,LU0104884860,BA001084,LU0104884860,Pictet-Water P EUR,OPCVM,Luxembourg,FAIBLE,haute,False,143100,1577.22,90.729498,90.12,False,2026-07-09
SUP_002070,FID_BNP,BA001085,FID_BNP,BNP Paribas Wealth FID,FID,Luxembourg,FAIBLE,faible,False,1293800,12539.56,103.177432,100.0,True,2026-08-05
SUP_002071,FR0010923383,BA001086,FR0010923383,H2O Multistrategies R,OPCVM,France,FAIBLE,haute,False,66600,469.34,141.901703,18.64,False,2026-07-17
SUP_002072,PE_LUX_01,BA001086,PE_LUX_01,Luxembourg PE SICAR,PE,Luxembourg,FAIBLE,très faible,False,53300,421.07,126.583647,14.92,False,2026-07-21
SUP_002073,PE_CAY_01,BA001086,PE_CAY_01,Cayman Growth Fund I,PE,Cayman Islands,ELEVE,très faible,True,36000,302.88,118.858318,10.07,False,2026-07-12
